loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/format_reward_func/mean,rewards/format_reward_func/std,rewards/reasoning_reward_func/mean,rewards/reasoning_reward_func/std,rewards/correctness_reward_func/mean,rewards/correctness_reward_func/std,reward,reward_std,frac_reward_zero_std,completion_length,kl,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.0004,0.44627711176872253,2.0000000000000003e-06,171480.0,221.625,97.0,489.0,0.0,221.625,97.0,489.0,0.019999999552965164,0.0,0.0912359431385994,0.021717296913266182,0.21875,0.420013427734375,0.32998594641685486,0.31255042552948,0.0,221.625,0.3620937913656235,0.044,11,,,,,
0.001,0.6384937763214111,2.2e-06,186374.0,233.4375,93.0,1024.0,0.03125,207.9354705810547,93.0,753.0,0.019375000149011612,0.0035355337895452976,0.06507187336683273,0.047457292675971985,0.46875,0.507007360458374,0.5531968474388123,0.43044742941856384,0.0,233.4375,1.0325865224003792,0.048,12,,,,,
0.0005,0.4875437021255493,2.4000000000000003e-06,206548.0,263.9375,72.0,1024.0,0.03125,239.41934204101562,72.0,828.0,0.019375000149011612,0.0035355337895452976,0.07667812705039978,0.04756477102637291,0.375,0.49186936020851135,0.4710531234741211,0.2424042522907257,0.0,263.9375,0.4774222820997238,0.052,13,,,,,
0.0004,0.6230990886688232,2.6e-06,220961.0,197.40625,66.0,440.0,0.0,197.40625,66.0,440.0,0.019999999552965164,0.0,0.0817093700170517,0.034156303852796555,0.65625,0.4825586974620819,0.7579593658447266,0.3665396273136139,0.0,197.40625,0.37253472208976746,0.056,14,,,,,
0.0009,0.6523628234863281,2.8000000000000003e-06,233959.0,188.1875,103.0,302.0,0.0,188.1875,103.0,302.0,0.019999999552965164,0.0,0.0913156270980835,0.013015986420214176,0.34375,0.4825586974620819,0.45506560802459717,0.3214970827102661,0.0,188.1875,0.9192178845405579,0.06,15,,,,,
0.0004,0.5311148166656494,3e-06,251257.0,241.8125,57.0,947.0,0.0,241.8125,57.0,947.0,0.019999999552965164,0.0,0.0652046874165535,0.04832320660352707,0.53125,0.507007360458374,0.6164547204971313,0.27122631669044495,0.0,241.8125,0.40364694595336914,0.064,16,,,,,
0.0005,0.5813230872154236,3.2000000000000003e-06,264284.0,175.34375,101.0,510.0,0.0,175.34375,101.0,510.0,0.019999999552965164,0.0,0.08962813019752502,0.023822888731956482,0.46875,0.507007360458374,0.5783781409263611,0.26740649342536926,0.0,175.34375,0.49982302635908127,0.068,17,,,,,
0.0003,0.5803990364074707,3.4000000000000005e-06,284516.0,295.5,114.0,804.0,0.0,295.5,114.0,804.0,0.019999999552965164,0.0,0.06264999508857727,0.06575368344783783,0.15625,0.3689020276069641,0.23890000581741333,0.2554532587528229,0.0,295.5,0.31181906908750534,0.072,18,,,,,
0.0004,0.537746250629425,3.6000000000000003e-06,299249.0,217.40625,78.0,457.0,0.0,217.40625,78.0,457.0,0.019999999552965164,0.0,0.08645156025886536,0.033373769372701645,0.25,0.4399413466453552,0.3564515709877014,0.36833029985427856,0.0,217.40625,0.4322241544723511,0.076,19,,,,,
0.0005,0.9966375827789307,3.8000000000000005e-06,313670.0,164.40625,73.0,332.0,0.0,164.40625,73.0,332.0,0.019999999552965164,0.0,0.08432969450950623,0.0266497191041708,0.4375,0.504016101360321,0.5418297052383423,0.3345426619052887,0.0,164.40625,0.5185593962669373,0.08,20,,,,,
0.0005,0.6900219917297363,4.000000000000001e-06,325525.0,141.21875,50.0,691.0,0.0,141.21875,50.0,691.0,0.019375000149011612,0.0035355337895452976,0.0681999996304512,0.03429346904158592,0.4375,0.504016101360321,0.5250749588012695,0.4166896939277649,0.0,141.21875,0.5472104549407959,0.084,21,,,,,
0.0004,0.7640553712844849,4.2000000000000004e-06,342011.0,246.9375,118.0,1024.0,0.03125,221.87095642089844,118.0,497.0,0.01875000074505806,0.0049186935648322105,0.07060311734676361,0.04685806855559349,0.5,0.5080004930496216,0.589353084564209,0.47369062900543213,0.0,246.9375,0.4283176586031914,0.088,22,,,,,
0.0005,0.5377237200737,4.4e-06,357803.0,181.5,66.0,370.0,0.0,181.5,66.0,370.0,0.019999999552965164,0.0,0.08976718783378601,0.020399773493409157,0.53125,0.507007360458374,0.6410171985626221,0.49427109956741333,0.0,181.5,0.4571635350584984,0.092,23,,,,,
0.0005,0.6096412539482117,4.600000000000001e-06,372530.0,216.71875,64.0,904.0,0.0,216.71875,64.0,904.0,0.019999999552965164,0.0,0.08108749985694885,0.04164864122867584,0.40625,0.49899089336395264,0.5073374509811401,0.4303159713745117,0.0,216.71875,0.4688563272356987,0.096,24,,,,,
0.0005,0.740232527256012,4.800000000000001e-06,385737.0,185.46875,77.0,565.0,0.0,185.46875,77.0,565.0,0.019999999552965164,0.0,0.070250004529953,0.040297217667102814,0.3125,0.4709290862083435,0.40275001525878906,0.3581131100654602,0.0,185.46875,0.49439334869384766,0.1,25,,,,,
0.0004,0.5859277844429016,5e-06,403353.0,270.5,97.0,819.0,0.0,270.5,97.0,819.0,0.019375000149011612,0.0035355337895452976,0.06234218552708626,0.053255677223205566,0.1875,0.3965577781200409,0.26921719312667847,0.3961981534957886,0.0,270.5,0.3930889964103699,0.104,26,,,,,
0.0005,0.5906239151954651,4.999756310023261e-06,421124.0,236.59375,75.0,852.0,0.0,236.59375,75.0,852.0,0.019999999552965164,0.0,0.06703750044107437,0.061115555465221405,0.625,0.49186936020851135,0.7120374441146851,0.35230547189712524,0.0,236.59375,0.4735395908355713,0.108,27,,,,,
0.0005,0.7350993156433105,4.999025287600886e-06,434863.0,177.84375,63.0,658.0,0.0,177.84375,63.0,658.0,0.019999999552965164,0.0,0.08090625703334808,0.03859977796673775,0.125,0.33601075410842896,0.22590625286102295,0.3623238801956177,0.0,177.84375,0.49963900446891785,0.112,28,,,,,
0.0005,0.5932937264442444,4.997807075247147e-06,449163.0,190.625,67.0,462.0,0.0,190.625,67.0,462.0,0.019999999552965164,0.0,0.078062504529953,0.04369533434510231,0.1875,0.3965577781200409,0.28556251525878906,0.2427968680858612,0.0,190.625,0.5142655000090599,0.116,29,,,,,
0.0005,0.709389328956604,4.996101910454953e-06,462288.0,148.15625,56.0,704.0,0.0,148.15625,56.0,704.0,0.019999999552965164,0.0,0.07022969424724579,0.041984740644693375,0.71875,0.45680341124534607,0.8089796900749207,0.31795695424079895,0.0,148.15625,0.4711265116930008,0.12,30,,,,,
0.0005,0.5470267534255981,4.993910125649561e-06,477597.0,218.90625,107.0,366.0,0.0,218.90625,107.0,366.0,0.019999999552965164,0.0,0.09250937402248383,0.013224851340055466,0.125,0.33601075410842896,0.2375093698501587,0.22359326481819153,0.0,218.90625,0.5350455716252327,0.124,31,,,,,
0.0005,0.5780254006385803,4.9912321481237616e-06,491334.0,171.28125,50.0,456.0,0.0,171.28125,50.0,456.0,0.019999999552965164,0.0,0.0656374990940094,0.039422571659088135,0.53125,0.507007360458374,0.6168874502182007,0.2630726099014282,0.0,171.28125,0.46262216567993164,0.128,32,,,,,
0.0003,0.5098274946212769,4.988068499954578e-06,506624.0,206.3125,80.0,406.0,0.0,206.3125,80.0,406.0,0.019999999552965164,0.0,0.08532343804836273,0.0306707751005888,0.25,0.4399413466453552,0.3553234338760376,0.3650220036506653,0.0,206.3125,0.3323604092001915,0.132,33,,,,,
0.0008,0.6234425902366638,4.984419797901491e-06,522310.0,236.4375,65.0,907.0,0.0,236.4375,65.0,907.0,0.019999999552965164,0.0,0.04533906653523445,0.07101722806692123,0.34375,0.4825586974620819,0.40908902883529663,0.22562062740325928,0.0,236.4375,0.8464429080486298,0.136,34,,,,,
0.0013,0.6630696058273315,4.980286753286196e-06,536881.0,155.09375,84.0,336.0,0.0,155.09375,84.0,336.0,0.019999999552965164,0.0,0.08762499690055847,0.02685467153787613,0.59375,0.49899089336395264,0.7013750076293945,0.3809435963630676,0.0,155.09375,1.2908452451229095,0.14,35,,,,,
0.0005,0.5219931602478027,4.975670171853926e-06,551566.0,179.90625,89.0,629.0,0.0,179.90625,89.0,629.0,0.019999999552965164,0.0,0.07471093535423279,0.03588969632983208,0.5625,0.504016101360321,0.6572108864784241,0.12909527122974396,0.0,179.90625,0.4570798948407173,0.144,36,,,,,
0.0005,0.7415969967842102,4.970570953616383e-06,563915.0,167.15625,58.0,513.0,0.0,167.15625,58.0,513.0,0.019999999552965164,0.0,0.08442500233650208,0.037016745656728745,0.71875,0.45680341124534607,0.8231749534606934,0.27040955424308777,0.0,167.15625,0.5385978892445564,0.148,37,,,,,
0.0008,0.55170738697052,4.964990092676263e-06,580962.0,234.71875,94.0,662.0,0.0,234.71875,94.0,662.0,0.019999999552965164,0.0,0.08708749711513519,0.034060727804899216,0.3125,0.4709290862083435,0.41958749294281006,0.4251105785369873,0.0,234.71875,0.7581324130296707,0.152,38,,,,,
0.0004,2.5243844985961914,4.958928677033465e-06,600346.0,248.25,113.0,446.0,0.0,248.25,113.0,446.0,0.019999999552965164,0.0,0.07510781288146973,0.04578836262226105,0.53125,0.507007360458374,0.6263577938079834,0.4366821050643921,0.0,248.25,0.4360639899969101,0.156,39,,,,,
0.0004,0.614935040473938,4.9523878883729794e-06,615039.0,209.40625,110.0,431.0,0.0,209.40625,110.0,431.0,0.019999999552965164,0.0,0.08428750187158585,0.029463589191436768,0.375,0.49186936020851135,0.4792875051498413,0.42984437942504883,0.0,209.40625,0.39145783334970474,0.16,40,,,,,
0.0005,0.583244800567627,4.9453690018345144e-06,628965.0,160.9375,62.0,352.0,0.0,160.9375,62.0,352.0,0.019999999552965164,0.0,0.07946406304836273,0.02026798017323017,0.78125,0.420013427734375,0.8807140588760376,0.27161288261413574,0.0,160.9375,0.5100400969386101,0.164,41,,,,,
0.0003,0.5248549580574036,4.937873385763909e-06,644117.0,208.25,99.0,505.0,0.0,208.25,99.0,505.0,0.019999999552965164,0.0,0.08483593910932541,0.044736579060554504,0.1875,0.3965577781200409,0.2923359274864197,0.32453566789627075,0.0,208.25,0.3372051529586315,0.168,42,,,,,
0.0004,0.7246339917182922,4.9299025014463665e-06,656998.0,175.28125,71.0,388.0,0.0,175.28125,71.0,388.0,0.019999999552965164,0.0,0.08842343837022781,0.01822965033352375,0.21875,0.420013427734375,0.3271734416484833,0.34169691801071167,0.0,175.28125,0.4352729618549347,0.172,43,,,,,
0.0003,0.5052462220191956,4.921457902821578e-06,672956.0,222.1875,97.0,565.0,0.0,222.1875,97.0,565.0,0.019999999552965164,0.0,0.07821406424045563,0.040939778089523315,0.34375,0.4825586974620819,0.4419640302658081,0.34403133392333984,0.0,222.1875,0.34521256387233734,0.176,44,,,,,
0.0022,0.4848773181438446,4.912541236180779e-06,696748.0,304.0,104.0,874.0,0.0,304.0,104.0,874.0,0.019999999552965164,0.0,0.05365625023841858,0.06537950783967972,0.4375,0.504016101360321,0.5111562609672546,0.24096518754959106,0.0,304.0,2.1841317638754845,0.18,45,,,,,
0.0004,0.5942860245704651,4.903154239845798e-06,712822.0,233.0625,86.0,576.0,0.0,233.0625,86.0,576.0,0.019999999552965164,0.0,0.0789562538266182,0.04502209648489952,0.21875,0.420013427734375,0.31770628690719604,0.35381636023521423,0.0,233.0625,0.3548634946346283,0.184,46,,,,,
0.0004,0.6219046115875244,4.893298743830168e-06,732446.0,240.0,111.0,522.0,0.0,240.0,111.0,522.0,0.019999999552965164,0.0,0.08098437637090683,0.03495083376765251,0.0,0.0,0.10098437964916229,0.0313103161752224,0.0,240.0,0.3582889586687088,0.188,47,,,,,
0.0005,0.7199732661247253,4.882976669482368e-06,745022.0,161.5,63.0,265.0,0.0,161.5,63.0,265.0,0.019999999552965164,0.0,0.08843749761581421,0.02145569398999214,0.5625,0.504016101360321,0.6709374785423279,0.4850578308105469,0.0,161.5,0.47184767574071884,0.192,48,,,,,
0.0007,0.750899076461792,4.8721900291112415e-06,755086.0,122.25,54.0,335.0,0.0,122.25,54.0,335.0,0.019999999552965164,0.0,0.06946562975645065,0.04503638669848442,0.5,0.5080004930496216,0.5894656181335449,0.2476995587348938,0.0,122.25,0.6811291575431824,0.196,49,,,,,
0.0003,0.5108079314231873,4.860940925593703e-06,770367.0,182.28125,83.0,407.0,0.0,182.28125,83.0,407.0,0.019999999552965164,0.0,0.08779687434434891,0.018396852537989616,0.46875,0.507007360458374,0.576546847820282,0.4379919767379761,0.0,182.28125,0.3432168960571289,0.2,50,,,,,
0.0005,0.7699474692344666,4.849231551964771e-06,782965.0,166.6875,86.0,516.0,0.0,166.6875,86.0,516.0,0.019999999552965164,0.0,0.07803750038146973,0.04151994362473488,0.5,0.5080004930496216,0.5980374813079834,0.36145949363708496,0.0,166.6875,0.46552426367998123,0.204,51,,,,,
0.0006,0.9129730463027954,4.837064190990036e-06,795995.0,190.9375,67.0,671.0,0.0,190.9375,67.0,671.0,0.019999999552965164,0.0,0.07315625250339508,0.046066295355558395,0.8125,0.3965577781200409,0.9056562781333923,0.21622297167778015,0.0,190.9375,0.5805549994111061,0.208,52,,,,,
0.0005,0.6825798749923706,4.824441214720629e-06,808014.0,121.09375,59.0,235.0,0.0,121.09375,59.0,235.0,0.019999999552965164,0.0,0.08455468714237213,0.017244534566998482,0.3125,0.4709290862083435,0.4170546531677246,0.1280950903892517,0.0,121.09375,0.5198377296328545,0.212,53,,,,,
0.0003,0.3656541705131531,4.811365084030784e-06,829634.0,306.375,134.0,703.0,0.0,306.375,134.0,703.0,0.019999999552965164,0.0,0.05293594300746918,0.07359355688095093,0.375,0.49186936020851135,0.44793593883514404,0.3302571177482605,0.0,306.375,0.33781809359788895,0.216,54,,,,,
0.0004,0.5503148436546326,4.7978383481380865e-06,848530.0,301.5,90.0,1024.0,0.125,198.2857208251953,90.0,400.0,0.017500000074505806,0.006720214616507292,0.07576718926429749,0.03495285287499428,0.0625,0.24593468010425568,0.15576720237731934,0.19831949472427368,0.0,301.5,0.4051515981554985,0.22,55,,,,,
0.0004,0.49703529477119446,4.783863644106502e-06,865271.0,258.65625,106.0,610.0,0.0,258.65625,106.0,610.0,0.019999999552965164,0.0,0.0779968798160553,0.046920016407966614,0.28125,0.45680341124534607,0.37924686074256897,0.2650276720523834,0.0,258.65625,0.407007172703743,0.224,56,,,,,
0.0005,0.5861936211585999,4.769443696332272e-06,885911.0,314.25,86.0,1024.0,0.03125,291.3548278808594,86.0,1002.0,0.019375000149011612,0.0035355337895452976,0.05027499794960022,0.07592352479696274,0.375,0.49186936020851135,0.44464999437332153,0.17543405294418335,0.0,314.25,0.49733591824769974,0.228,57,,,,,
0.0019,0.9007184505462646,4.754581316012785e-06,900488.0,223.28125,107.0,373.0,0.0,223.28125,107.0,373.0,0.019999999552965164,0.0,0.09172499924898148,0.017406288534402847,0.3125,0.4709290862083435,0.4242250323295593,0.35558491945266724,0.0,223.28125,1.8502762243151665,0.232,58,,,,,
0.0004,0.6141439080238342,4.7392794005985324e-06,917124.0,205.625,75.0,506.0,0.0,205.625,75.0,506.0,0.019999999552965164,0.0,0.06047656014561653,0.05812720209360123,0.5,0.5080004930496216,0.5804765820503235,0.28809165954589844,0.0,205.625,0.4373789280653,0.236,59,,,,,
0.0006,0.6543061137199402,4.723540933228245e-06,934009.0,271.65625,77.0,1024.0,0.03125,247.3870849609375,77.0,491.0,0.019375000149011612,0.0035355337895452976,0.06912031769752502,0.05940239876508713,0.34375,0.4825586974620819,0.43224531412124634,0.4237745404243469,0.0,271.65625,0.5770601406693459,0.24,60,,,,,
0.0006,0.653466522693634,4.707368982147318e-06,947792.0,171.21875,75.0,360.0,0.0,171.21875,75.0,360.0,0.019999999552965164,0.0,0.0881296917796135,0.01693831756711006,0.53125,0.507007360458374,0.639379620552063,0.4409293830394745,0.0,171.21875,0.5903310179710388,0.244,61,,,,,
0.0004,0.6107101440429688,4.690766700109659e-06,963229.0,249.65625,89.0,1024.0,0.03125,224.6774139404297,89.0,459.0,0.019375000149011612,0.0035355337895452976,0.07994844019412994,0.03322770446538925,0.34375,0.4825586974620819,0.44307342171669006,0.1538226306438446,0.0,249.65625,0.4075315520167351,0.248,62,,,,,
0.0005,0.5328198075294495,4.673737323763048e-06,980817.0,243.875,85.0,521.0,0.0,243.875,85.0,521.0,0.019999999552965164,0.0,0.0755140632390976,0.04718300327658653,0.8125,0.3965577781200409,0.9080140590667725,0.2686445116996765,0.0,243.875,0.49578989297151566,0.252,63,,,,,
0.0007,0.5965231657028198,4.656284173018144e-06,995781.0,202.375,76.0,797.0,0.0,202.375,76.0,797.0,0.019999999552965164,0.0,0.06680937111377716,0.049601372331380844,0.4375,0.504016101360321,0.5243093967437744,0.41952580213546753,0.0,202.375,0.7227410078048706,0.256,64,,,,,
0.0012,0.6142367720603943,4.638410650401267e-06,1013097.0,262.125,64.0,881.0,0.0,262.125,64.0,881.0,0.019999999552965164,0.0,0.06697656214237213,0.06624278426170349,0.5,0.5080004930496216,0.5869765281677246,0.3569302558898926,0.0,262.125,1.1569720730185509,0.26,65,,,,,
0.0005,0.743601381778717,4.620120240391065e-06,1027754.0,223.78125,57.0,647.0,0.0,223.78125,57.0,647.0,0.019375000149011612,0.0035355337895452976,0.06604531407356262,0.04327072948217392,0.53125,0.507007360458374,0.6166703104972839,0.31942111253738403,0.0,223.78125,0.5493045523762703,0.264,66,,,,,
0.0004,0.46852096915245056,4.601416508739211e-06,1044568.0,268.9375,96.0,1024.0,0.03125,244.5806427001953,96.0,560.0,0.019375000149011612,0.0035355337895452976,0.07091718912124634,0.05300302058458328,0.46875,0.507007360458374,0.55904221534729,0.21316774189472198,0.0,268.9375,0.404400035738945,0.268,67,,,,,
0.0004,0.6666710376739502,4.582303101775249e-06,1062290.0,261.8125,92.0,1024.0,0.03125,237.22579956054688,92.0,769.0,0.019375000149011612,0.0035355337895452976,0.0603390634059906,0.06816863268613815,0.40625,0.49899089336395264,0.4859640300273895,0.5008684396743774,0.0,261.8125,0.4143185690045357,0.272,68,,,,,
0.0005,0.5673139095306396,4.562783745695738e-06,1074849.0,155.71875,63.0,354.0,0.0,155.71875,63.0,354.0,0.019999999552965164,0.0,0.07776249945163727,0.022067002952098846,0.59375,0.49899089336395264,0.6915124654769897,0.13958251476287842,0.0,155.71875,0.5029636472463608,0.276,69,,,,,
0.0003,0.5283542275428772,4.542862245837821e-06,1091511.0,273.1875,126.0,614.0,0.0,273.1875,126.0,614.0,0.019999999552965164,0.0,0.07604219019412994,0.04759223014116287,0.375,0.49186936020851135,0.4710421860218048,0.3896405100822449,0.0,273.1875,0.3310054838657379,0.28,70,,,,,
0.0006,0.9123744964599609,4.522542485937369e-06,1104810.0,170.59375,72.0,321.0,0.0,170.59375,72.0,321.0,0.019999999552965164,0.0,0.08891718834638596,0.01847277767956257,0.53125,0.507007360458374,0.6401671767234802,0.44163084030151367,0.0,170.59375,0.559044137597084,0.284,71,,,,,
0.0004,0.526776909828186,4.501828427371834e-06,1119268.0,212.3125,62.0,490.0,0.0,212.3125,62.0,490.0,0.019999999552965164,0.0,0.08795155584812164,0.022079290822148323,0.5625,0.504016101360321,0.6704515218734741,0.4853358268737793,0.0,212.3125,0.41775064915418625,0.288,72,,,,,
0.0004,0.6132948398590088,4.4807241083879774e-06,1138421.0,345.78125,144.0,1024.0,0.03125,323.9032287597656,144.0,985.0,0.018124999478459358,0.005922891665250063,0.05440155789256096,0.06608595699071884,0.46875,0.507007360458374,0.5412765741348267,0.2772834897041321,0.0,345.78125,0.3693752661347389,0.292,73,,,,,
0.0006,0.6245941519737244,4.4592336433146e-06,1155279.0,271.3125,57.0,1024.0,0.03125,247.03225708007812,57.0,605.0,0.019375000149011612,0.0035355337895452976,0.060804691165685654,0.05635775253176689,0.5,0.5080004930496216,0.5801796913146973,0.3534296154975891,0.0,271.3125,0.5804629251360893,0.296,74,,,,,
0.0005,0.5378761291503906,4.437361221760449e-06,1170839.0,197.5,71.0,515.0,0.0,197.5,71.0,515.0,0.019999999552965164,0.0,0.08133125305175781,0.03217804431915283,0.40625,0.49899089336395264,0.5075812339782715,0.4574996531009674,0.0,197.5,0.48339106142520905,0.3,75,,,,,
0.0006,0.6516861915588379,4.415111107797445e-06,1183714.0,154.59375,64.0,384.0,0.0,154.59375,64.0,384.0,0.019999999552965164,0.0,0.08833593875169754,0.01688094064593315,0.4375,0.504016101360321,0.5458359718322754,0.4895406663417816,0.0,154.59375,0.6336308270692825,0.304,76,,,,,
0.0004,0.5763065814971924,4.3924876391293915e-06,1200002.0,227.25,77.0,641.0,0.0,227.25,77.0,641.0,0.019999999552965164,0.0,0.08108281344175339,0.03763727843761444,0.59375,0.49899089336395264,0.6948328018188477,0.3201560974121094,0.0,227.25,0.4225984364748001,0.308,77,,,,,
0.0006,0.6898136138916016,4.36949522624633e-06,1212736.0,154.1875,65.0,418.0,0.0,154.1875,65.0,418.0,0.019999999552965164,0.0,0.08157500624656677,0.018883608281612396,0.46875,0.507007360458374,0.5703250169754028,0.3454315662384033,0.0,154.1875,0.5717852339148521,0.312,78,,,,,
0.0045,0.9186210632324219,4.346138351564711e-06,1230887.0,235.71875,76.0,947.0,0.0,235.71875,76.0,947.0,0.019375000149011612,0.0035355337895452976,0.062049999833106995,0.05613438040018082,0.25,0.4399413466453552,0.3314249813556671,0.3569026589393616,0.0,235.71875,4.524266600608826,0.316,79,,,,,
0.0006,0.5867036581039429,4.322421568553529e-06,1247563.0,260.625,52.0,775.0,0.0,260.625,52.0,775.0,0.019999999552965164,0.0,0.0641031265258789,0.045972201973199844,0.59375,0.49899089336395264,0.6778531074523926,0.25978875160217285,0.0,260.625,0.5756857991218567,0.32,80,,,,,
0.0005,0.6376380920410156,4.2983495008466285e-06,1260671.0,164.375,80.0,393.0,0.0,164.375,80.0,393.0,0.019999999552965164,0.0,0.09254531562328339,0.02172289602458477,0.53125,0.507007360458374,0.6437953114509583,0.3418826758861542,0.0,164.375,0.512273982167244,0.324,81,,,,,
0.0004,0.5886307954788208,4.273926841341303e-06,1279944.0,278.53125,83.0,598.0,0.0,278.53125,83.0,598.0,0.019375000149011612,0.0035355337895452976,0.06343124806880951,0.05163838714361191,0.375,0.49186936020851135,0.45780622959136963,0.4878000020980835,0.0,278.53125,0.37064646929502487,0.328,82,,,,,
0.0006,0.489191472530365,4.249158351283414e-06,1293088.0,195.5,125.0,294.0,0.0,195.5,125.0,294.0,0.019999999552965164,0.0,0.09662969410419464,0.007657854352146387,0.375,0.49186936020851135,0.4916296899318695,0.4695953130722046,0.0,195.5,0.5960815772414207,0.332,83,,,,,
0.0006,0.5382324457168579,4.224048859339175e-06,1308670.0,227.6875,87.0,707.0,0.0,227.6875,87.0,707.0,0.019375000149011612,0.0035355337895452976,0.07017499953508377,0.05517108365893364,0.59375,0.49899089336395264,0.6833000183105469,0.24467480182647705,0.0,227.6875,0.5657045841217041,0.336,84,,,,,
0.0005,0.5753364562988281,4.198603260653792e-06,1323665.0,217.34375,72.0,475.0,0.0,217.34375,72.0,475.0,0.019999999552965164,0.0,0.06771562993526459,0.046282682567834854,0.46875,0.507007360458374,0.5564656257629395,0.38716208934783936,0.0,217.34375,0.5478671863675117,0.34,85,,,,,
0.0006,0.6126457452774048,4.172826515897146e-06,1335379.0,134.5625,64.0,265.0,0.0,134.5625,64.0,265.0,0.019999999552965164,0.0,0.08707188069820404,0.015992388129234314,0.78125,0.420013427734375,0.8883218169212341,0.21123838424682617,0.0,134.5625,0.595932625234127,0.344,86,,,,,
0.0007,0.6087460517883301,4.146723650296701e-06,1349448.0,166.40625,65.0,514.0,0.0,166.40625,65.0,514.0,0.019999999552965164,0.0,0.08216406404972076,0.03358684107661247,0.59375,0.49899089336395264,0.6959140300750732,0.34904271364212036,0.0,166.40625,0.7070969939231873,0.348,87,,,,,
0.0003,1.5988222360610962,4.120299752657828e-06,1375906.0,395.3125,206.0,1024.0,0.03125,375.0322570800781,206.0,730.0,0.019375000149011612,0.0035355337895452976,0.03604999929666519,0.0707915872335434,0.28125,0.45680341124534607,0.3366750180721283,0.23699212074279785,0.0,395.3125,0.27988021448254585,0.352,88,,,,,
